Matrícula;Data Afastamento;Data Retorno;Motivo
58914;14/07/2017;;Demissão
58914;08/04/2017;25/05/2017;Auxilio Doença
58914;26/12/2016;31/12/2016;Licença Remunerada
58914;19/12/2016;27/12/2016;Férias
58936;30/09/2019;19/10/2019;Férias
58936;08/08/2019;22/08/2019;Atestado Médico
58936;12/07/2019;13/07/2019;Atestado Médico
58936;20/12/2018;31/12/2018;Férias
58936;01/10/2018;02/10/2018;Férias
58936;18/12/2017;06/01/2018;Férias
58936;19/06/2017;29/06/2017;Férias
58936;26/12/2016;31/12/2016;Licença Remunerada
58936;19/12/2016;27/12/2016;Férias
58937;06/09/2017;;Demissão
58938;14/05/2019;;Demissão
58938;18/12/2018;31/12/2018;Férias
58938;17/12/2018;18/12/2018;Férias
58938;07/05/2018;21/05/2018;Férias
58938;18/09/2017;03/10/2017;Férias
58938;24/12/2016;01/01/2017;Licença Remunerada
58938;19/12/2016;24/12/2016;Férias
58939;16/11/2016;;Demissão
58940;03/09/2018;;Demissão
58941;08/12/2016;;Demissão
58942;08/11/2018;;Demissão
58942;17/08/2018;16/10/2018;Licença Maternidade
58942;19/04/2018;17/08/2018;Licença Maternidade
58942;01/12/2017;04/01/2018;Auxilio Doença
58942;19/06/2017;29/06/2017;Férias
58942;24/12/2016;01/01/2017;Licença Remunerada
58942;19/12/2016;24/12/2016;Férias
58943;01/12/2016;;Demissão
58944;31/08/2017;;Demissão
58945;08/12/2016;;Demissão
58946;13/08/2018;;Demissão
58946;07/05/2018;17/05/2018;Férias
58946;03/01/2018;06/01/2018;Férias
58946;18/12/2017;03/01/2018;Férias
58946;19/06/2017;03/07/2017;Férias
58946;24/12/2016;01/01/2017;Licença Remunerada
58946;19/12/2016;24/12/2016;Férias
58947;16/12/2018;31/12/2018;Férias
58947;03/12/2018;16/12/2018;Férias
58947;07/05/2018;17/05/2018;Férias
58947;03/01/2018;10/01/2018;Férias
58947;18/12/2017;01/01/2018;Férias
58947;19/06/2017;29/06/2017;Férias
58947;24/12/2016;01/01/2017;Licença Remunerada
58947;19/12/2016;24/12/2016;Férias
58948;23/09/2019;12/10/2019;Férias
58948;10/07/2019;26/07/2019;Férias
58948;17/12/2018;31/12/2018;Férias
58948;22/10/2018;02/11/2018;Férias
58948;25/05/2018;24/07/2018;Licença Maternidade
58948;25/01/2018;25/05/2018;Licença Maternidade
58948;18/12/2017;06/01/2018;Férias
58948;05/04/2017;21/05/2017;Auxilio Doença
58948;24/12/2016;01/01/2017;Licença Remunerada
58948;19/12/2016;24/12/2016;Férias
58949;14/01/2019;;Demissão
58949;16/12/2018;31/12/2018;Férias
58949;03/12/2018;16/12/2018;Férias
58949;07/05/2018;21/05/2018;Férias
58949;03/01/2018;06/01/2018;Férias
58949;18/12/2017;03/01/2018;Férias
58949;19/06/2017;03/07/2017;Férias
58949;24/12/2016;01/01/2017;Licença Remunerada
58949;19/12/2016;24/12/2016;Férias
58950;30/09/2019;19/10/2019;Férias
58950;06/05/2019;25/05/2019;Férias
58950;20/12/2018;31/12/2018;Férias
58950;07/05/2018;06/06/2018;Férias
58950;24/12/2016;01/01/2017;Licença Remunerada
58950;19/12/2016;24/12/2016;Férias
58951;01/03/2017;;Demissão
58951;24/12/2016;08/01/2017;Licença Remunerada
58951;19/12/2016;24/12/2016;Férias
58952;08/12/2016;;Demissão
58953;16/11/2016;;Demissão
58954;08/12/2016;;Demissão
58955;01/04/2019;20/04/2019;Férias
58955;20/12/2018;31/12/2018;Férias
58955;17/09/2018;18/09/2018;Férias
58955;07/05/2018;17/05/2018;Férias
58955;18/12/2017;06/01/2018;Férias
58955;24/12/2016;01/01/2017;Licença Remunerada
58955;19/12/2016;24/12/2016;Férias
58956;16/11/2016;;Demissão
58957;01/11/2016;;Demissão
58958;01/10/2019;;Demissão
58958;19/08/2019;26/08/2019;Atestado Médico
58958;17/12/2018;31/12/2018;Férias
58958;07/05/2018;17/05/2018;Férias
58958;24/12/2017;13/01/2018;Férias
58958;18/12/2017;24/12/2017;Férias
58958;19/06/2017;03/07/2017;Férias
58959;12/08/2019;14/08/2019;Férias
58959;03/12/2018;31/12/2018;Férias
58959;08/10/2018;12/10/2018;Férias
58959;18/12/2017;13/01/2018;Férias
58959;24/12/2016;01/01/2017;Licença Remunerada
58959;19/12/2016;24/12/2016;Férias
58960;17/06/2019;01/07/2019;Férias
58960;16/12/2018;31/12/2018;Férias
58960;03/12/2018;16/12/2018;Férias
58960;07/05/2018;21/05/2018;Férias
58960;03/01/2018;06/01/2018;Férias
58960;18/12/2017;03/01/2018;Férias
58960;19/06/2017;03/07/2017;Férias
58960;24/12/2016;01/01/2017;Licença Remunerada
58960;19/12/2016;24/12/2016;Férias
58961;13/08/2018;;Demissão
58961;07/05/2018;21/05/2018;Férias
58961;03/01/2018;06/01/2018;Férias
58961;18/12/2017;03/01/2018;Férias
58961;19/06/2017;03/07/2017;Férias
58961;24/12/2016;01/01/2017;Licença Remunerada
58961;19/12/2016;24/12/2016;Férias
58962;10/03/2017;;Demissão
58963;11/09/2018;;Demissão
58963;20/07/2018;25/08/2018;Auxilio Doença
58963;23/04/2018;03/05/2018;Férias
58963;16/10/2017;26/10/2017;Férias
58963;03/07/2017;07/08/2017;Auxilio Doença
58963;19/06/2017;29/06/2017;Férias
58963;24/12/2016;01/01/2017;Licença Remunerada
58963;19/12/2016;24/12/2016;Férias
58964;01/08/2017;;Demissão
58964;19/06/2017;03/07/2017;Férias
58964;24/12/2016;01/01/2017;Licença Remunerada
58964;19/12/2016;24/12/2016;Férias
58971;01/11/2016;;Demissão
58972;01/11/2016;;Demissão
58973;10/06/2019;23/06/2019;Férias
58973;20/12/2018;31/12/2018;Férias
58973;22/01/2018;21/02/2018;Férias
58974;09/01/2018;;Demissão
58975;05/01/2018;;Demissão
58979;09/02/2018;;Demissão
58979;18/12/2017;06/01/2018;Férias
58980;17/07/2018;;Demissão
58980;07/05/2018;17/05/2018;Férias
58981;29/12/2016;;Demissão
58982;29/12/2016;;Demissão
59007;13/04/2017;;Demissão
59015;06/12/2017;;Demissão
59050;01/03/2017;;Demissão
59051;06/01/2017;;Demissão
59052;07/11/2018;;Demissão
59052;02/01/2018;10/01/2018;Férias
59052;19/06/2017;29/06/2017;Férias
59053;09/05/2018;;Demissão
59053;18/09/2017;03/10/2017;Férias
59054;12/09/2019;;Demissão
59054;20/12/2018;31/12/2018;Férias
59054;17/10/2018;16/11/2018;Férias
59056;02/02/2017;;Demissão
59057;11/09/2018;;Demissão
59058;05/01/2017;;Demissão
59059;21/12/2018;31/12/2018;Férias
59059;03/12/2018;21/12/2018;Férias
59059;26/09/2018;08/10/2018;Férias
59059;17/09/2018;26/09/2018;Férias
59059;07/05/2018;17/05/2018;Férias
59059;26/12/2017;06/01/2018;Férias
59059;18/12/2017;26/12/2017;Férias
59059;19/06/2017;29/06/2017;Férias
59060;17/07/2017;;Demissão
59060;19/06/2017;03/07/2017;Férias
59061;12/12/2016;;Demissão
59064;09/09/2019;25/09/2019;Férias
59064;17/06/2019;01/07/2019;Férias
59064;23/05/2018;22/06/2018;Férias
59065;09/06/2017;;Demissão
59066;03/04/2017;;Demissão
59067;22/05/2019;10/06/2019;Férias
59067;20/12/2018;31/12/2018;Férias
59067;03/09/2018;03/10/2018;Férias
59068;19/06/2019;08/07/2019;Férias
59068;17/06/2019;19/06/2019;Férias
59068;03/12/2018;31/12/2018;Férias
59068;10/09/2018;11/09/2018;Férias
59068;07/05/2018;17/05/2018;Férias
59068;18/12/2017;06/01/2018;Férias
59090;20/05/2019;;Demissão
59090;20/12/2018;31/12/2018;Férias
59090;03/09/2018;23/09/2018;Férias
59090;19/03/2018;29/03/2018;Férias
59091;02/01/2017;;Demissão
59092;10/07/2017;;Demissão
59093;01/04/2019;20/04/2019;Férias
59093;20/12/2018;31/12/2018;Férias
59093;05/11/2018;05/12/2018;Férias
59094;01/12/2017;;Demissão
59094;05/06/2017;08/06/2017;Atestado Médico
59095;25/09/2019;27/09/2019;Atestado Médico
59095;03/12/2018;31/12/2018;Férias
59095;11/01/2018;12/01/2018;Férias
59095;18/12/2017;11/01/2018;Férias
59096;02/02/2017;;Demissão
59097;02/10/2019;03/10/2019;Atestado Médico
59097;30/09/2019;01/10/2019;Atestado Médico
59097;17/06/2019;08/07/2019;Férias
59097;08/04/2019;24/04/2019;Férias
59097;17/12/2018;31/12/2018;Férias
59097;22/10/2018;23/10/2018;Férias
59097;07/05/2018;17/05/2018;Férias
59097;18/12/2017;06/01/2018;Férias
59098;15/03/2017;;Demissão
59153;19/01/2017;;Demissão
59154;02/03/2017;;Demissão
59155;21/09/2017;;Demissão
59155;14/06/2017;20/09/2017;Auxilio Doença
59155;26/05/2017;27/05/2017;Atestado Médico
59156;01/03/2017;;Demissão
59157;04/09/2017;;Demissão
59158;02/03/2017;;Demissão
59159;13/08/2018;;Demissão
59159;08/03/2018;07/05/2018;Licença Maternidade
59159;08/11/2017;08/03/2018;Licença Maternidade
59159;12/05/2017;07/11/2017;Auxilio Doença
59160;19/06/2019;08/07/2019;Férias
59160;17/06/2019;19/06/2019;Férias
59160;03/12/2018;31/12/2018;Férias
59160;03/09/2018;11/09/2018;Férias
59160;18/09/2017;03/10/2017;Férias
59161;01/09/2017;;Demissão
59161;19/06/2017;29/06/2017;Férias
59162;02/03/2017;;Demissão
59163;26/08/2019;19/09/2019;Férias
59163;28/11/2018;01/03/2019;Auxilio Doença
59163;26/03/2018;25/04/2018;Férias
59164;01/08/2018;;Demissão
59164;21/02/2018;28/07/2018;Auxilio Doença
59164;23/05/2017;21/07/2017;Auxilio Doença
59165;11/07/2018;;Demissão
59165;02/03/2018;21/04/2018;Auxilio Doença
59165;18/12/2017;06/01/2018;Férias
59166;15/02/2018;;Demissão
59167;19/04/2019;18/06/2019;Licença Maternidade
59167;20/12/2018;19/04/2019;Licença Maternidade
59167;19/07/2018;19/12/2018;Auxilio Doença
59167;02/05/2018;01/06/2018;Férias
59168;17/06/2019;21/06/2019;Férias
59168;10/12/2018;05/01/2019;Férias
59168;19/03/2018;27/03/2018;Férias
59168;18/09/2017;03/10/2017;Férias
59169;06/07/2019;08/07/2019;Férias
59169;17/06/2019;06/07/2019;Férias
59169;20/12/2018;31/12/2018;Férias
59169;18/06/2018;18/07/2018;Férias
59170;02/03/2017;;Demissão
59171;15/01/2019;;Demissão
59171;20/12/2018;31/12/2018;Férias
59171;29/10/2018;28/11/2018;Férias
59172;01/04/2019;20/04/2019;Férias
59172;29/11/2018;29/12/2018;Férias
59173;01/09/2017;;Demissão
59174;02/03/2017;;Demissão
59175;13/06/2018;;Demissão
59175;14/10/2017;04/04/2018;Auxilio Doença
59175;26/06/2017;28/08/2017;Auxilio Doença
59175;07/06/2017;08/06/2017;Atestado Médico
59175;02/06/2017;03/06/2017;Atestado Médico
59175;01/06/2017;02/06/2017;Atestado Médico
59175;29/05/2017;30/05/2017;Atestado Médico
59176;09/05/2017;;Demissão
59177;01/03/2017;;Demissão
59178;20/12/2018;31/12/2018;Férias
59178;11/09/2018;11/10/2018;Férias
59178;05/03/2018;10/03/2018;Férias
59178;19/06/2017;29/06/2017;Férias
59179;04/09/2017;;Demissão
59180;01/03/2017;;Demissão
59181;02/03/2017;;Demissão
59182;01/02/2019;;Demissão
59182;20/12/2018;31/12/2018;Férias
59182;24/09/2018;24/10/2018;Férias
59183;06/02/2017;;Demissão
59184;13/08/2018;;Demissão
59184;04/06/2018;04/07/2018;Férias
59185;11/05/2018;;Demissão
59185;24/01/2018;20/03/2018;Auxilio Doença
59186;02/03/2017;;Demissão
59187;09/09/2019;;Demissão
59187;21/08/2018;22/05/2019;Auxilio Doença
59187;13/08/2018;21/08/2018;Férias
59187;18/09/2017;03/10/2017;Férias
59188;04/09/2017;;Demissão
59188;19/06/2017;29/06/2017;Férias
59189;01/04/2019;20/04/2019;Férias
59189;20/12/2018;31/12/2018;Férias
59189;06/08/2018;14/08/2018;Férias
59189;18/09/2017;03/10/2017;Férias
59190;07/08/2017;;Demissão
59190;01/06/2017;02/06/2017;Atestado Médico
59191;14/02/2018;21/08/2019;Suspensão Contrato de Trabalho
59191;02/01/2018;22/01/2018;Férias
59192;02/03/2017;;Demissão
59193;01/11/2018;;Demissão
59193;18/06/2018;26/06/2018;Férias
59193;18/09/2017;03/10/2017;Férias
59195;10/09/2018;;Demissão
59195;07/05/2018;17/05/2018;Férias
59195;18/12/2017;23/12/2017;Férias
59195;19/06/2017;29/06/2017;Férias
59196;22/05/2019;10/06/2019;Férias
59196;20/12/2018;31/12/2018;Férias
59196;24/09/2018;24/10/2018;Férias
59200;06/01/2017;;Demissão
59201;03/04/2017;;Demissão
59202;02/09/2019;18/09/2019;Férias
59202;17/12/2018;31/12/2018;Férias
59202;10/09/2018;10/10/2018;Férias
59203;08/05/2017;;Demissão
59204;01/03/2017;;Demissão
59205;12/11/2017;;Demissão
59205;03/10/2017;12/11/2017;Auxilio Doença
59205;18/09/2017;03/10/2017;Férias
59205;01/09/2017;18/09/2017;Auxilio Doença
59205;03/05/2017;12/07/2017;Auxilio Doença
59206;17/06/2019;08/07/2019;Férias
59206;30/01/2019;31/03/2019;Licença Maternidade
59206;02/10/2018;30/01/2019;Licença Maternidade
59206;21/05/2018;29/05/2018;Férias
59206;18/09/2017;03/10/2017;Férias
59207;10/01/2017;;Demissão
59208;12/06/2018;;Demissão
59208;30/01/2018;31/03/2018;Licença Maternidade
59208;02/10/2017;30/01/2018;Licença Maternidade
59208;03/08/2017;01/10/2017;Auxilio Doença
59209;01/02/2017;;Demissão
59210;01/10/2018;;Demissão
59210;19/05/2018;18/07/2018;Licença Maternidade
59210;19/01/2018;19/05/2018;Licença Maternidade
59210;22/11/2017;12/01/2018;Auxilio Doença
59210;07/06/2017;14/06/2017;Atestado Médico
59211;06/03/2018;;Demissão
59211;30/01/2018;01/02/2018;Auxilio Doença
59212;14/09/2018;;Demissão
59212;16/05/2018;24/07/2018;Auxilio Doença
59212;07/06/2017;08/06/2017;Atestado Médico
59212;02/06/2017;03/06/2017;Atestado Médico
59212;01/06/2017;02/06/2017;Atestado Médico
59213;23/09/2019;12/10/2019;Férias
59213;20/12/2018;31/12/2018;Férias
59213;01/10/2018;31/10/2018;Férias
59214;14/01/2019;;Demissão
59214;17/12/2018;31/12/2018;Férias
59214;30/07/2018;29/08/2018;Férias
59215;16/01/2018;;Demissão
59215;18/12/2017;26/12/2017;Férias
59215;18/09/2017;03/10/2017;Férias
59216;04/09/2019;23/09/2019;Férias
59216;29/11/2018;29/12/2018;Férias
59217;05/06/2017;;Demissão
59218;30/09/2019;19/10/2019;Férias
59218;20/12/2018;31/12/2018;Férias
59218;10/09/2018;10/10/2018;Férias
59219;23/09/2019;12/10/2019;Férias
59219;20/12/2018;31/12/2018;Férias
59219;10/09/2018;10/10/2018;Férias
59219;26/12/2017;09/02/2018;Auxilio Doença
59220;02/03/2017;;Demissão
59221;11/09/2018;;Demissão
59221;03/07/2018;01/09/2018;Licença Maternidade
59221;05/03/2018;03/07/2018;Licença Maternidade
59221;12/07/2017;04/03/2018;Auxilio Doença
59222;29/07/2019;14/08/2019;Férias
59222;06/05/2019;12/06/2019;Auxilio Doença
59222;27/01/2018;22/03/2019;Auxilio Doença
59222;23/12/2017;06/01/2018;Férias
59222;18/12/2017;23/12/2017;Férias
59222;19/06/2017;29/06/2017;Férias
59223;15/08/2019;;Demissão
59223;01/04/2019;20/04/2019;Férias
59223;03/12/2018;02/01/2019;Férias
59223;19/05/2017;18/07/2017;Auxilio Doença
59224;07/11/2018;;Demissão
59224;02/07/2018;05/09/2018;Auxilio Doença
59224;18/12/2017;26/12/2017;Férias
59224;18/09/2017;03/10/2017;Férias
59224;29/05/2017;30/05/2017;Atestado Médico
59225;01/09/2017;;Demissão
59226;02/03/2017;;Demissão
59227;06/01/2017;;Demissão
59228;02/03/2017;;Demissão
59229;11/09/2018;;Demissão
59229;13/08/2018;21/08/2018;Férias
59229;23/03/2018;06/06/2018;Auxilio Doença
59229;18/09/2017;03/10/2017;Férias
59230;13/09/2018;;Demissão
59230;18/12/2017;26/12/2017;Férias
59230;18/09/2017;03/10/2017;Férias
59231;15/06/2018;;Demissão
59231;16/04/2018;27/04/2018;Férias
59231;18/12/2017;06/01/2018;Férias
59232;16/01/2019;;Demissão
59232;20/12/2018;31/12/2018;Férias
59232;23/07/2018;22/08/2018;Férias
59233;14/03/2018;;Demissão
59233;25/11/2017;13/03/2018;Auxilio Doença
59234;15/08/2018;;Demissão
59234;13/04/2018;23/05/2018;Auxilio Doença
59234;06/06/2017;07/06/2017;Atestado Médico
59235;01/02/2017;;Demissão
59236;13/06/2019;;Demissão
59236;29/11/2018;29/12/2018;Férias
59237;02/05/2017;;Demissão
59238;06/06/2017;;Demissão
59239;17/09/2018;;Demissão
59239;02/04/2018;05/06/2018;Auxilio Doença
59240;13/01/2017;;Demissão
59241;02/03/2017;;Demissão
59242;02/03/2017;;Demissão
59243;05/01/2018;;Demissão
59244;13/05/2019;01/06/2019;Férias
59244;20/12/2018;31/12/2018;Férias
59244;01/10/2018;31/10/2018;Férias
59245;13/09/2019;28/09/2019;Atestado Médico
59245;08/02/2019;08/05/2019;Auxilio Doença
59245;20/12/2018;31/12/2018;Férias
59245;29/10/2018;28/11/2018;Férias
59246;10/04/2017;;Demissão
59247;01/02/2018;;Demissão
59248;03/07/2017;;Demissão
59250;10/05/2017;;Demissão
59251;17/06/2019;08/07/2019;Férias
59251;29/11/2018;29/12/2018;Férias
59252;01/02/2019;;Demissão
59252;20/12/2018;31/12/2018;Férias
59252;27/08/2018;26/09/2018;Férias
59253;12/09/2017;;Demissão
59254;24/06/2019;26/06/2019;Férias
59254;03/12/2018;31/12/2018;Férias
59254;22/10/2018;21/11/2018;Férias
59254;06/06/2017;09/06/2017;Atestado Médico
59255;03/10/2019;04/10/2019;Atestado Médico
59255;20/09/2019;21/09/2019;Atestado Médico
59255;20/06/2019;08/07/2019;Férias
59255;17/06/2019;20/06/2019;Férias
59255;04/12/2018;31/12/2018;Férias
59255;03/12/2018;04/12/2018;Férias
59255;07/05/2018;21/05/2018;Férias
59255;07/01/2018;22/01/2018;Férias
59255;02/01/2018;07/01/2018;Férias
59255;19/06/2017;29/06/2017;Férias
59256;02/03/2017;;Demissão
59257;18/06/2018;;Demissão
59257;23/12/2017;30/12/2017;Férias
59257;18/12/2017;23/12/2017;Férias
59257;19/06/2017;29/06/2017;Férias
59258;17/05/2018;;Demissão
59258;07/05/2018;17/05/2018;Férias
59258;18/12/2017;06/01/2018;Férias
59259;09/02/2018;;Demissão
59261;13/04/2018;;Demissão
59261;02/10/2017;23/11/2017;Auxilio Doença
59261;08/06/2017;08/08/2017;Auxilio Doença
59261;04/04/2017;21/05/2017;Auxilio Doença
59262;12/04/2018;;Demissão
59262;18/09/2017;03/10/2017;Férias
59262;11/09/2017;09/01/2018;Licença Maternidade
59262;01/06/2017;03/06/2017;Atestado Médico
59263;15/01/2019;;Demissão
59263;05/01/2019;07/01/2019;Férias
59263;10/12/2018;03/01/2019;Férias
59263;23/07/2018;22/08/2018;Férias
59264;12/06/2017;;Demissão
59266;11/09/2018;;Demissão
59266;20/07/2017;06/09/2017;Auxilio Doença
59267;04/09/2017;;Demissão
59268;02/03/2017;;Demissão
59269;10/05/2017;;Demissão
59269;23/02/2017;08/05/2017;Auxilio Doença
59270;02/03/2017;;Demissão
59271;04/09/2017;;Demissão
59272;01/07/2019;20/07/2019;Férias
59272;20/12/2018;31/12/2018;Férias
59272;20/08/2018;28/08/2018;Férias
59272;18/09/2017;03/10/2017;Férias
59273;06/05/2019;11/05/2019;Férias
59273;17/12/2018;31/12/2018;Férias
59273;04/01/2018;15/01/2018;Férias
59273;19/06/2017;29/06/2017;Férias
59274;14/01/2019;;Demissão
59274;17/12/2018;31/12/2018;Férias
59274;15/10/2018;04/11/2018;Férias
59274;07/05/2018;17/05/2018;Férias
59275;04/09/2017;;Demissão
59275;02/06/2017;03/06/2017;Atestado Médico
59276;07/10/2019;10/10/2019;Atestado Médico
59276;04/10/2019;05/10/2019;Atestado Médico
59276;03/10/2019;04/10/2019;Atestado Médico
59276;23/09/2019;27/09/2019;Férias
59276;10/12/2018;05/01/2019;Férias
59276;11/09/2018;11/10/2018;Férias
59279;02/03/2017;;Demissão
59280;07/10/2019;08/10/2019;Atestado Médico
59280;04/10/2019;05/10/2019;Atestado Médico
59280;04/09/2019;23/09/2019;Férias
59280;15/04/2019;15/05/2019;Férias
59280;15/01/2019;16/03/2019;Licença Maternidade
59280;17/09/2018;15/01/2019;Licença Maternidade
59280;15/03/2018;16/09/2018;Auxilio Doença
59280;01/06/2017;02/06/2017;Atestado Médico
59281;11/09/2018;;Demissão
59281;07/05/2018;17/05/2018;Férias
59281;18/12/2017;06/01/2018;Férias
59282;13/09/2018;;Demissão
59282;23/12/2017;06/01/2018;Férias
59282;18/12/2017;23/12/2017;Férias
59282;19/06/2017;29/06/2017;Férias
59283;09/01/2017;;Demissão
59284;01/02/2018;;Demissão
59284;18/12/2017;23/12/2017;Férias
59284;19/06/2017;29/06/2017;Férias
59284;05/06/2017;06/06/2017;Atestado Médico
59285;03/10/2019;08/10/2019;Atestado Médico
59285;02/10/2019;03/10/2019;Atestado Médico
59285;11/03/2019;25/07/2019;Auxilio Doença
59285;05/01/2019;07/01/2019;Férias
59285;10/12/2018;03/01/2019;Férias
59285;01/10/2018;31/10/2018;Férias
59285;02/06/2017;03/06/2017;Atestado Médico
59286;04/04/2019;;Demissão
59286;20/12/2018;31/12/2018;Férias
59286;03/09/2018;03/10/2018;Férias
59287;23/09/2019;12/10/2019;Férias
59287;20/12/2018;31/12/2018;Férias
59287;05/11/2018;05/12/2018;Férias
59287;07/06/2017;08/06/2017;Atestado Médico
59288;02/03/2017;;Demissão
59289;20/05/2019;;Demissão
59289;18/12/2018;31/12/2018;Férias
59289;03/12/2018;18/12/2018;Férias
59289;07/05/2018;17/05/2018;Férias
59289;21/10/2017;26/10/2017;Férias
59289;16/10/2017;21/10/2017;Férias
59289;19/06/2017;29/06/2017;Férias
59290;17/12/2018;31/12/2018;Férias
59290;17/09/2018;07/10/2018;Férias
59290;07/05/2018;17/05/2018;Férias
59291;14/09/2018;;Demissão
59291;18/12/2017;26/12/2017;Férias
59291;18/09/2017;03/10/2017;Férias
59320;01/02/2017;;Demissão
59321;01/03/2017;;Demissão
59322;22/05/2019;10/06/2019;Férias
59322;20/12/2018;31/12/2018;Férias
59322;17/09/2018;17/10/2018;Férias
59323;06/09/2018;;Demissão
59324;14/12/2018;;Demissão
59324;11/06/2018;11/07/2018;Recesso/Repouso
59339;09/03/2017;;Demissão
59340;13/04/2017;;Demissão
59345;20/12/2018;;Demissão
59346;20/12/2017;;Demissão
59347;20/12/2017;;Demissão
59348;22/12/2017;;Demissão
59349;04/07/2017;;Demissão
59350;22/12/2017;;Demissão
59351;20/12/2018;;Demissão
59352;20/12/2018;;Demissão
59353;02/10/2017;;Demissão
59354;02/02/2017;;Demissão
59356;20/12/2017;;Demissão
59357;20/12/2017;;Demissão
59358;20/12/2017;;Demissão
59359;20/12/2018;;Demissão
59360;20/12/2018;;Demissão
59361;03/06/2019;;Demissão
59361;08/04/2019;24/04/2019;Férias
59361;17/12/2018;31/12/2018;Férias
59361;02/07/2018;12/07/2018;Férias
59361;07/05/2018;17/05/2018;Férias
59361;19/02/2018;01/03/2018;Férias
59366;20/12/2018;;Demissão
59367;20/12/2017;;Demissão
59368;20/12/2017;;Demissão
59369;20/12/2017;;Demissão
59370;09/03/2017;;Demissão
59371;20/12/2017;;Demissão
59372;20/12/2017;;Demissão
59373;20/12/2018;;Demissão
59374;20/12/2018;;Demissão
59375;20/12/2017;;Demissão
59376;20/12/2017;;Demissão
59377;20/12/2017;;Demissão
59378;20/12/2017;;Demissão
59379;05/01/2018;;Demissão
59380;12/02/2019;;Demissão
59380;20/12/2018;31/12/2018;Férias
59380;19/11/2018;09/12/2018;Férias
59380;01/10/2018;11/10/2018;Férias
59380;02/04/2018;07/04/2018;Férias
59380;18/09/2017;03/10/2017;Férias
59381;18/03/2017;;Demissão
59382;04/09/2019;15/09/2019;Férias
59382;22/05/2019;10/06/2019;Férias
59382;03/12/2018;02/01/2019;Férias
59383;02/09/2019;22/12/2022;Auxilio Doença
59383;14/08/2019;29/08/2019;Atestado Médico
59383;03/12/2018;02/01/2019;Férias
59383;05/06/2017;06/06/2017;Atestado Médico
59384;18/03/2017;;Demissão
59385;18/03/2017;;Demissão
59386;23/12/2018;31/12/2018;Férias
59386;03/12/2018;23/12/2018;Férias
59386;07/05/2018;17/05/2018;Férias
59386;02/04/2018;11/04/2018;Férias
59386;18/12/2017;06/01/2018;Férias
59387;16/10/2017;;Demissão
59388;02/05/2018;;Demissão
59389;09/06/2017;;Demissão
59390;20/12/2017;;Demissão
59391;20/12/2017;;Demissão
59392;01/12/2017;;Demissão
59393;20/12/2018;;Demissão
59395;01/03/2018;;Demissão
59395;01/06/2017;02/06/2017;Atestado Médico
59396;04/09/2019;23/09/2019;Férias
59396;20/12/2018;19/01/2019;Férias
59397;20/12/2017;;Demissão
59398;02/10/2017;;Demissão
59399;20/12/2018;;Demissão
59460;22/12/2017;;Demissão
59462;17/06/2019;17/07/2019;Férias
59462;20/12/2018;19/01/2019;Férias
59462;02/05/2017;24/05/2017;Auxilio Doença
59466;04/09/2019;23/09/2019;Férias
59466;14/01/2019;02/02/2019;Férias
59466;20/12/2018;31/12/2018;Férias
59467;06/03/2017;;Demissão
59468;23/09/2019;12/10/2019;Férias
59468;17/12/2018;16/01/2019;Férias
59469;06/04/2017;;Demissão
59470;02/08/2017;;Demissão
59471;06/04/2017;;Demissão
59472;01/03/2017;;Demissão
59474;04/09/2017;;Demissão
59475;01/04/2019;;Demissão
59475;20/12/2018;31/12/2018;Férias
59475;12/11/2018;12/12/2018;Férias
59476;06/04/2017;;Demissão
59477;16/01/2018;;Demissão
59477;18/09/2017;03/10/2017;Férias
59477;18/08/2017;12/09/2017;Auxilio Doença
59478;06/04/2017;;Demissão
59479;17/12/2018;31/12/2018;Férias
59479;13/05/2018;17/05/2018;Férias
59479;07/05/2018;13/05/2018;Férias
59479;18/12/2017;06/01/2018;Férias
59480;25/12/2018;31/12/2018;Férias
59480;03/12/2018;25/12/2018;Férias
59480;13/05/2018;21/05/2018;Férias
59480;07/05/2018;13/05/2018;Férias
59480;18/12/2017;06/01/2018;Férias
59481;01/03/2017;;Demissão
59482;18/10/2018;;Demissão
59482;11/09/2018;15/10/2018;Auxilio Doença
59482;18/12/2017;06/01/2018;Férias
59483;08/01/2018;;Demissão
59484;03/12/2018;02/01/2019;Férias
59485;06/04/2017;;Demissão
59486;10/02/2017;;Demissão
59487;02/04/2018;;Demissão
59488;01/04/2019;20/04/2019;Férias
59488;14/01/2019;02/02/2019;Férias
59488;20/12/2018;31/12/2018;Férias
59489;06/04/2017;;Demissão
59490;06/04/2017;;Demissão
59505;08/02/2018;;Demissão
59505;18/09/2017;03/10/2017;Férias
59505;13/06/2017;15/08/2017;Auxilio Doença
59506;02/08/2017;;Demissão
59507;01/09/2017;;Demissão
59508;07/03/2017;;Demissão
59509;22/05/2019;10/06/2019;Férias
59509;20/12/2018;19/01/2019;Férias
59510;15/03/2018;;Demissão
59510;18/12/2017;06/01/2018;Férias
59511;07/03/2017;;Demissão
59512;06/04/2017;;Demissão
59514;06/04/2017;;Demissão
59528;01/06/2017;;Demissão
59533;20/12/2018;;Demissão
59534;14/01/2019;;Demissão
59534;17/12/2018;31/12/2018;Férias
59534;18/09/2017;03/10/2017;Férias
59535;03/04/2017;;Demissão
59536;14/12/2018;;Demissão
59537;01/03/2017;;Demissão
59538;06/04/2017;;Demissão
